"brand_name","2019","2020","2021","2022","2023"
"Pomalyst",0,6.5546020923945,12.6213706359469,18.7010697072999,27.9840131656283
"Cabometyx",0,6.4096136370758,15.0847616958606,26.572243286435,37.5990975464544
"Revlimid",0,6.53710484314436,12.6852559717807,18.4431121662039,17.7872557303612
"Ibrance",0,5.00539411271127,10.6820555850472,18.8314468208983,28.9484048838125
"Vyndamax",0,0.699420792156498,1.75479680889264,8.0495839383011,14.8221004480665
"Tagrisso",0,2.15938706327279,4.15025571688907,7.2619677463602,11.5846609056885
"Lenvima",0,10.5815145744837,19.2998388750549,30.8481031199648,44.4177530394024
"Imbruvica",0,8.04578724340983,17.4618898244455,26.5835672224974,33.902922238732
"Sprycel",0,5.09968578817119,11.1225426132414,16.1582737813864,23.6798932235909
"Opsumit",0,5.7071662313489,11.5013960190939,17.7579633132187,27.4910684799904
"CPI",0,2.48657195525045,3.92114797864226,11.6943173150267,18.8540872107806
