"brand_name","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"1st Tier Unifine Pentips",0,-5.26315789473685,-5.26315789473685,0,10.5263157894737,13.7393173684211,15.6762047368421,14.098907368421,14.5794978947368,17.3690810526316,18.8810457894737,19.5588763157895
"1st Tier Unifine Pentips Plus",NA,NA,0,0,10,8.67971049999999,1.828918,-6.30559800000001,0.4255975,16.4057705,17.853917,20.4661145
"Abacavir",NA,0,-7.83216783216784,-22.7972027972028,-34.6853146853147,NA,NA,NA,NA,NA,NA,NA
"Abacavir",NA,0,-11.4047287899861,-23.5048678720445,-36.1613351877608,-37.2838140611961,-39.4413920305981,-48.5235712517385,-53.0578390959666,-53.8124231849791,-45.1966636161335,-50.3624435744089
"Abacavir",NA,NA,0,-9.76,-30.08,-37.233520592,-42.377178624,-48.881315104,-45.7840424,-51.485097952,-34.544072496,-37.980938944
"Abacavir",0,-7.85070785070784,-17.1171171171171,-28.1853281853282,-38.6100386100386,-39.9439378635779,-42.6206107078507,-50.2070981209781,-48.1413776833977,-53.1031822007722,-43.3858564221364,-50.3926809266409
"Abacavir",0,-7.17948717948717,-18.0769230769231,-27.6923076923077,-40.7692307692308,NA,NA,NA,NA,NA,NA,NA
"Abacavir-Lamivudine-Zidovudine",NA,0,-0.621393697292501,-2.8850421660009,-6.70217487794053,-3.72668073679539,-6.6582718153573,NA,NA,NA,NA,NA
"Abelcet",0,5.32241555783009,-4.81064483111565,18.8331627430911,-10.0307062436029,NA,NA,NA,NA,NA,NA,NA
"Abilify",0,14.0286109829257,33.6871250576834,52.8841716658975,45.269958467928,51.0089988001846,51.5611886479003,54.1403239040148,58.9133709736964,50.6975747115828,6.6434904014767,7.61308352561143
"CPI",0,1.46475953204352,3.11070846799132,3.23309842591705,4.53539726647909,6.76237183898534,9.37001838027126,11.3517774854744,12.725506764114,18.0213768652491,27.4663100952115,32.713398433757
